Bio ID,Full Name,Hall of Fame Induction Year,GP,GS,Number of Records,Total Points,Assists,Blocks,Post GP,GP,GS,Minutes,PF,Rebounds,Steals,Turnovers,D Rebounds,Fg Attempted,Fg Made,Fg Point,% Fg,Ft Attempted,Ft Made,% FT,O Rebounds,Three Attempted,Three Made,Three Points,% FT,Height,Pos,Race,Stint,Tm ID,Weight,Year,Birth Date,College,Death Date
reiddo01,Don Corey Reid,,47,0,1,136,14,15,1,16,16,465,105,102,16,23,66,112,54,108,48.21%,36,28,77.78%,36,1,0,0,0.00%,80,F,B,1,DET,250,1996,12/30/1973,Georgetown,0000-00-00
respesh01,Shawn Christopher Respert,,14,0,1,20,8,0,0,0,0,83,5,7,0,8,4,19,6,12,31.58%,7,7,100.00%,3,9,1,3,11.11%,73,G,B,1,MIL,195,1996,2/6/1972,Michigan State,0000-00-00
respesh01,Shawn Christopher Respert,,27,0,1,152,32,2,0,2,2,412,35,32,20,22,21,120,53,106,44.17%,32,27,84.38%,11,48,19,57,39.58%,73,G,B,2,TOR,195,1996,2/6/1972,Michigan State,0000-00-00
ricegl01,Glen Anthony Rice,,79,0,1,2198,171,27,3,30,30,3499,201,329,76,181,261,1570,750,1500,47.77%,558,485,86.92%,68,456,213,639,46.71%,79,F-G,B,1,CHH,214,1996,5/28/1967,Michigan,0000-00-00
richapo01,Jerome  Richardson,,59,0,1,334,172,5,2,7,7,1083,86,98,55,63,73,348,133,266,38.22%,44,26,59.09%,25,129,42,126,32.56%,73,G,B,1,LAC,180,1996,5/14/1966,UCLA,0000-00-00
richmmi01,Mitchell James Richmond,,81,0,1,2095,338,24,0,24,24,3125,211,319,118,237,260,1578,717,1434,45.44%,531,457,86.06%,59,477,204,612,42.77%,77,G,B,1,SAC,215,1996,6/30/1965,Kansas State,0000-00-00
rideris01,Isaiah  Rider,,76,0,1,1276,215,19,4,23,23,2724,210,312,48,224,217,1026,472,944,46.00%,278,227,81.65%,95,273,105,315,38.46%,77,G-F,B,1,POR,215,1996,3/12/1971,UNLV,0000-00-00
roberfr01,Frederick Clark Roberts,,12,0,1,22,0,1,0,1,1,40,2,10,0,5,8,15,6,12,40.00%,14,10,71.43%,2,0,0,0,0.00%,82,F-C,W,1,DAL,218,1996,8/14/1960,Brigham Young,0000-00-00
roberst01,Stanley Corvet Roberts,,18,0,1,171,9,23,0,23,23,378,57,91,8,23,67,148,63,126,42.57%,64,45,70.31%,24,0,0,0,0.00%,84,C,B,1,LAC,285,1996,2/7/1970,Louisiana State,0000-00-00
robinch01,Christopher Sean Robinson,,41,0,1,188,65,9,0,9,9,681,85,71,28,34,48,182,69,138,37.91%,26,16,61.54%,23,89,34,102,38.20%,77,G,B,1,VAN,200,1996,4/2/1974,Western Kentucky,0000-00-00
robincl02,Clifford Ralph Robinson,,81,0,1,1272,273,70,4,74,74,3238,264,348,101,182,246,1090,461,922,42.29%,325,226,69.54%,102,366,124,372,33.88%,82,F-C,B,1,POR,225,1996,12/16/1966,Connecticut,0000-00-00
robinda01,David Maurice Robinson,2009,6,0,1,106,8,6,0,6,6,147,9,51,6,8,32,72,36,72,50.00%,52,34,65.38%,19,0,0,0,0.00%,85,C,B,1,SAS,235,1996,8/6/1965,Navy,0000-00-00
robingl01,Glenn Alann Robinson,,80,0,1,1689,248,68,0,68,68,3114,225,502,103,269,372,1438,669,1338,46.52%,364,288,79.12%,130,180,63,189,35.00%,79,F,B,1,MIL,225,1996,1/10/1973,Purdue,0000-00-00
robinja02,James  Robinson,,69,0,1,586,129,8,2,10,10,1340,129,115,32,70,90,494,201,402,40.69%,114,78,68.42%,25,277,106,318,38.27%,74,G,B,1,MIN,180,1996,8/31/1970,Alabama,0000-00-00
robinru01,Rumeal James Robinson,,15,0,1,45,13,2,0,2,2,126,12,10,5,11,8,48,17,34,35.42%,8,5,62.50%,2,23,6,18,26.09%,74,G,B,1,LAL,195,1996,11/13/1966,Michigan,0000-00-00
robinru01,Rumeal James Robinson,,12,0,1,36,8,0,0,0,0,87,8,7,1,5,6,34,16,32,47.06%,4,1,25.00%,1,10,3,9,30.00%,74,G,B,2,PHO,195,1996,11/13/1966,Michigan,0000-00-00
robinru01,Rumeal James Robinson,,27,0,1,100,57,0,4,4,4,319,46,31,19,28,28,88,35,70,39.77%,24,21,87.50%,3,25,9,27,36.00%,74,G,B,3,POR,195,1996,11/13/1966,Michigan,0000-00-00
rodmade01,Dennis Keith Rodman,2011,55,0,1,390,197,23,19,42,42,2482,246,1043,42,139,664,367,158,316,43.05%,114,65,57.02%,379,35,9,27,25.71%,79,F,B,1,CHI,210,1996,5/13/1961,SE Oklahoma State,0000-00-00
roelo01,Louis Marquel Roe,,17,0,1,40,6,1,0,1,1,107,10,14,3,11,7,48,14,28,29.17%,19,9,47.37%,7,11,3,9,27.27%,79,F,B,1,GSW,220,1996,7/14/1972,Massachusetts,0000-00-00
rogerca01,Carlos Deon Rogers,,56,0,1,551,37,69,0,69,69,1397,140,304,42,53,184,404,212,424,52.48%,170,102,60.00%,120,66,25,75,37.88%,82,C-F,B,1,TOR,220,1996,2/6/1971,Tennessee State,0000-00-00
rogerro01,Rodney Ray Rogers,,81,0,1,1104,228,64,3,67,67,2565,285,418,92,228,278,913,420,840,46.00%,296,197,66.55%,140,190,67,201,35.26%,79,F,B,1,LAC,235,1996,6/20/1971,Wake Forest,0000-00-00
rogerro02,Roy  Rogers,,82,0,1,543,46,163,0,163,163,1848,214,386,21,86,247,483,244,488,50.52%,94,54,57.45%,139,1,1,3,100.00%,82,F,B,1,VAN,235,1996,8/19/1973,Alabama,0000-00-00
rooksse01,Sean Lester Rooks,,69,0,1,279,43,41,8,49,49,789,133,175,20,54,114,194,91,182,46.91%,138,97,70.29%,61,1,0,0,0.00%,82,C,B,1,LAL,250,1996,9/9/1969,Arizona,0000-00-00
roseja01,Jalen  Rose,,66,0,1,482,155,18,0,18,18,1188,136,121,57,107,94,377,172,344,45.62%,156,117,75.00%,27,72,21,63,29.17%,80,G,B,1,IND,210,1996,1/30/1973,Michigan,0000-00-00
rosema01,Malik Jabari Rose,,54,0,1,164,33,17,2,19,19,537,116,169,28,43,95,132,63,126,47.73%,62,38,61.29%,74,2,0,0,0.00%,79,F,B,1,CHH,240,1996,11/23/1974,Drexel,0000-00-00
royaldo01,Donald Adam Royal,,1,0,1,12,1,0,0,0,0,29,3,1,0,3,0,10,4,8,40.00%,4,4,100.00%,1,0,0,0,0.00%,80,F,B,1,ORL,210,1996,5/22/1966,Notre Dame,0000-00-00
royaldo01,Donald Adam Royal,,36,0,1,136,14,9,0,9,9,509,55,95,11,22,62,96,37,74,38.54%,78,62,79.49%,33,2,0,0,0.00%,80,F,B,2,GSW,210,1996,5/22/1966,Notre Dame,0000-00-00
royaldo01,Donald Adam Royal,,25,0,1,70,10,2,1,3,3,324,43,60,12,22,42,41,21,42,51.22%,35,28,80.00%,18,0,0,0,0.00%,80,F,B,3,CHH,210,1996,5/22/1966,Notre Dame,0000-00-00
roziecl01,Clifford Glen Rozier,,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,83,C-F,B,1,GSW,245,1996,10/31/1972,Louisville,0000-00-00
roziecl01,Clifford Glen Rozier,,41,0,1,189,31,44,0,44,44,732,97,234,24,29,132,173,79,158,45.66%,61,31,50.82%,102,2,0,0,0.00%,83,C-F,B,2,TOR,245,1996,10/31/1972,Louisville,0000-00-00
russebr01,Bryon Demetrise Russell,,81,0,1,1118,150,33,20,53,53,3283,296,423,150,114,326,813,386,772,47.48%,287,202,70.38%,97,365,144,432,39.45%,79,F,B,1,UTA,225,1996,12/31/1970,Long Beach State,0000-00-00
sabonar01,Arvydas Romas Sabonis,2011,69,0,1,973,155,87,4,91,91,1870,222,573,66,160,451,700,346,692,49.43%,295,230,77.97%,122,140,51,153,36.43%,87,C,W,1,POR,279,1996,12/19/1964,none,0000-00-00
salvake01,Kevin Michael Salvadori,,23,0,1,37,10,13,0,13,13,154,17,25,2,12,19,33,12,24,36.36%,18,13,72.22%,6,0,0,0,0.00%,84,C,W,1,SAC,231,1996,12/30/1970,North Carolina,0000-00-00
sasseja01,Jason Jermane Sasser,,6,0,1,17,1,0,0,0,0,62,11,7,2,2,7,19,8,16,42.11%,0,0,0.00%,0,2,1,3,50.00%,79,F,B,1,SAS,210,1996,1/13/1974,Texas Tech,0000-00-00
sasseja01,Jason Jermane Sasser,,2,0,1,2,1,0,0,0,0,7,0,1,1,0,0,4,1,2,25.00%,0,0,0.00%,1,1,0,0,0.00%,79,F,B,2,DAL,210,1996,1/13/1974,Texas Tech,0000-00-00
schayda01,Daniel Leslie Schayes,,45,0,1,155,19,17,5,22,22,632,90,137,17,31,92,143,56,112,39.16%,56,43,76.79%,45,1,0,0,0.00%,83,C-F,W,1,ORL,235,1996,5/10/1959,Syracuse,0000-00-00
schefst01,Stephen Robert Scheffler,,7,0,1,13,0,0,0,0,0,29,5,3,0,5,2,7,6,12,85.71%,2,1,50.00%,1,0,0,0,0.00%,81,C-F,W,1,SEA,250,1996,9/3/1967,Purdue,0000-00-00
schindw01,Dwayne Kenneth Schintzius,,15,0,1,34,4,9,0,9,9,116,22,22,1,7,13,36,13,26,36.11%,8,7,87.50%,9,2,1,3,50.00%,85,C,W,1,LAC,260,1996,10/14/1968,Florida,4/15/2012
schrede01,Detlef  Schrempf,,61,0,1,1225,307,17,12,29,29,2651,191,463,76,168,356,866,423,846,48.85%,381,306,80.31%,107,190,73,219,38.42%,81,F-C,W,1,SEA,214,1996,1/21/1963,Washington,0000-00-00
scottbr01,Brent Steven Scott,,16,0,1,19,3,1,0,1,1,55,14,9,1,4,6,17,8,16,47.06%,6,3,50.00%,3,0,0,0,0.00%,82,F-C,B,1,IND,250,1996,6/15/1971,Rice,0000-00-00
scottby01,Byron Antom Scott,,79,0,1,577,110,16,8,24,24,1574,87,130,47,61,109,412,178,356,43.20%,170,144,84.71%,21,199,77,231,38.69%,75,G,B,1,LAL,195,1996,3/28/1961,Arizona State,0000-00-00
scottde01,Dennis Eugene Scott,,66,0,1,838,144,19,5,24,24,2260,146,212,76,83,170,772,304,608,39.38%,101,80,79.21%,42,384,150,450,39.06%,80,G-F,B,1,ORL,229,1996,9/5/1968,Georgia Tech,0000-00-00
scottja01,James Lamont Scott,,8,0,1,1,3,0,0,0,0,32,5,6,2,2,5,8,0,0,0.00%,2,1,50.00%,1,4,0,0,0.00%,78,F,B,1,MIA,180,1996,6/6/1972,St. John's (NY),0000-00-00
scottsh01,Shawnelle  Scott,,16,0,1,20,0,3,0,3,3,50,6,16,0,0,8,16,8,16,50.00%,11,4,36.36%,8,0,0,0,0.00%,82,C,B,1,CLE,250,1996,6/16/1972,St. John's (NY),0000-00-00
sealyma01,Malik  Sealy,,80,0,1,1115,170,45,3,48,48,2535,195,241,124,159,181,967,385,770,39.81%,305,265,86.89%,60,227,80,240,35.24%,80,F-G,B,1,LAC,190,1996,2/1/1970,St. John's (NY),5/20/2000
seikaro01,Rony F. Seikaly,,74,0,1,1296,92,110,3,113,113,2701,285,717,50,222,438,929,467,934,50.27%,507,362,71.40%,279,3,0,0,0.00%,83,C,W,1,ORL,230,1996,5/10/1965,Syracuse,0000-00-00
shawbr01,Brian K. Shaw,,77,0,1,562,327,27,5,32,32,1949,202,203,68,178,155,535,192,384,35.89%,144,113,78.47%,48,200,65,195,32.50%,78,G,B,1,ORL,190,1996,3/22/1966,Cal. State-Santa Barbara,0000-00-00
simmoli01,Lionel James Simmons,,41,0,1,139,57,13,0,13,13,521,63,104,8,34,74,136,45,90,33.09%,48,42,87.50%,30,30,7,21,23.33%,79,F-G,B,1,SAC,210,1996,11/14/1968,LaSalle,0000-00-00
simpkdi01,LuBara Dixon Simpkins,,48,0,1,91,31,5,0,5,5,395,44,92,5,35,56,93,31,62,33.33%,40,28,70.00%,36,4,1,3,25.00%,81,F,B,1,CHI,248,1996,4/6/1972,Providence,0000-00-00
slatere01,Reginald Dwayne Slater,,26,0,1,203,21,6,0,6,6,406,34,95,9,29,55,149,82,164,55.03%,75,39,52.00%,40,2,0,0,0.00%,79,F,B,1,TOR,215,1996,8/27/1970,Wyoming,0000-00-00
smithch01,Charles Daniel Smith,,19,0,1,88,14,22,0,22,22,329,44,65,13,22,47,84,34,68,40.48%,26,20,76.92%,18,1,0,0,0.00%,82,F-C,B,1,SAS,230,1996,7/16/1965,Pittsburgh,0000-00-00
smithjo02,Joseph Leynard Smith,,80,0,1,1493,125,86,0,86,86,3086,244,679,74,192,418,1293,587,1174,45.40%,377,307,81.43%,261,46,12,36,26.09%,82,F,B,1,GSW,225,1996,7/26/1975,Maryland,0000-00-00
smithke01,Kenneth  Smith,,9,0,1,23,10,0,0,0,0,64,2,5,1,3,5,20,8,16,40.00%,2,2,100.00%,0,10,5,15,50.00%,75,G,B,1,DET,170,1996,3/8/1965,North Carolina,0000-00-00
smithke01,Kenneth  Smith,,6,0,1,17,4,0,0,0,0,47,3,2,0,6,1,13,6,12,46.15%,2,2,100.00%,1,5,3,9,60.00%,75,G,B,2,ORL,170,1996,3/8/1965,North Carolina,0000-00-00
smithke01,Kenneth  Smith,,33,0,1,260,102,0,0,0,0,654,25,37,18,62,34,206,87,174,42.23%,41,35,85.37%,3,120,51,153,42.50%,75,G,B,3,DEN,170,1996,3/8/1965,North Carolina,0000-00-00
smithmi02,Michael John Smith,,81,0,1,532,191,60,0,60,60,2526,251,769,82,130,512,375,202,404,53.87%,258,128,49.61%,257,0,0,0,0.00%,80,F,B,1,SAC,230,1996,3/28/1972,Providence,0000-00-00
smithst01,Steven Delano Smith,,72,0,1,1634,322,24,10,34,34,3239,211,277,66,204,175,1284,546,1092,42.52%,467,394,84.37%,102,443,148,444,33.41%,79,G,B,1,ATL,200,1996,3/31/1969,Michigan State,0000-00-00
smithst02,Stevin L. Smith,,8,0,1,14,4,0,0,0,0,60,9,10,1,4,8,18,6,12,33.33%,1,1,100.00%,2,6,1,3,16.67%,74,G,B,1,DAL,208,1996,1/24/1972,Arizona State,0000-00-00
smithto02,Charles Anton Smith,,69,0,1,347,152,19,2,21,21,1300,111,95,49,76,57,338,138,276,40.83%,61,39,63.93%,38,100,32,96,32.00%,75,G,B,1,CHH,185,1996,6/14/1968,Marquette,0000-00-00
smitsri01,Rik  Smits,,52,0,1,887,67,59,0,59,59,1518,175,361,22,126,256,733,356,712,48.57%,217,173,79.72%,105,8,2,6,25.00%,88,C,W,1,IND,250,1996,8/23/1966,Marist,0000-00-00
snower01,Eric  Snow,,67,0,1,212,171,3,8,11,11,823,101,72,41,48,55,175,79,158,45.14%,68,48,70.59%,17,19,6,18,31.58%,75,G,B,1,SEA,190,1996,4/24/1973,Michigan State,0000-00-00
spencel01,Elmore  Spencer,,1,0,1,0,0,0,0,0,0,5,0,0,1,1,0,1,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,84,C,B,1,SEA,270,1996,12/6/1969,UNLV,0000-00-00
spencfe01,Felton LaFrance Spencer,,1,0,1,4,1,0,0,0,0,19,2,6,0,1,1,2,2,4,100.00%,0,0,0.00%,5,0,0,0,0.00%,84,C,B,1,ORL,265,1996,1/15/1968,Louisville,0000-00-00
spencfe01,Felton LaFrance Spencer,,72,0,1,368,21,50,0,50,50,1539,273,410,34,87,258,282,137,274,48.58%,161,94,58.39%,152,0,0,0,0.00%,84,C,B,2,GSW,265,1996,1/15/1968,Louisville,0000-00-00
sprewla01,Latrell Fontaine Sprewell,,80,0,1,1938,507,45,0,45,45,3353,153,366,132,322,308,1444,649,1298,44.94%,585,493,84.27%,58,415,147,441,35.42%,77,G,B,1,GSW,190,1996,9/8/1970,Alabama,0000-00-00
stackje01,Jerry Darnell Stackhouse,,81,0,1,1679,253,63,0,63,63,3166,219,338,93,316,182,1308,533,1066,40.75%,667,511,76.61%,156,342,102,306,29.82%,78,G-F,B,1,PHI,218,1996,11/5/1974,North Carolina,0000-00-00
starkjo01,John Levell Starks,,77,0,1,1187,242,11,9,20,20,2295,221,236,100,178,193,955,413,826,43.25%,256,198,77.34%,43,448,163,489,36.38%,75,G,B,1,NYK,180,1996,8/10/1965,Oklahoma State,0000-00-00
steigma01,Matthew Todd Steigenga,,2,0,1,3,2,1,0,1,1,12,1,3,1,2,3,4,1,2,25.00%,2,1,50.00%,0,2,0,0,0.00%,79,F,W,1,CHI,200,1996,3/27/1970,Michigan State,0000-00-00
stephjo01,Joe  Stephens,,2,0,1,3,0,0,0,0,0,9,3,3,3,3,1,5,1,2,20.00%,0,0,0.00%,2,3,1,3,33.33%,79,F,B,1,HOU,210,1996,1/28/1973,Arkansas-Little Rock,0000-00-00
stewala01,Larry  Stewart,,70,0,1,313,54,24,4,28,28,998,112,172,33,65,97,258,117,234,45.35%,95,69,72.63%,75,39,10,30,25.64%,80,F,B,1,SEA,220,1996,9/21/1968,Coppin State,0000-00-00
stithbr01,Bryant Lamonica Stith,,52,0,1,774,133,20,0,20,20,1788,119,217,60,101,143,603,251,502,41.63%,234,202,86.32%,74,182,70,210,38.46%,77,G,B,1,DEN,208,1996,12/10/1970,Virginia,0000-00-00
stockjo01,John Houston Stockton,2009,82,0,1,1505,1051,20,20,40,40,3635,246,306,199,310,243,976,529,1058,54.20%,415,352,84.82%,63,230,95,285,41.30%,73,G,W,1,UTA,170,1996,3/26/1962,Gonzaga,0000-00-00
stoudda01,Damon Lamon Stoudamire,,81,0,1,1634,709,13,0,13,13,3311,162,330,123,288,244,1407,564,1128,40.09%,401,330,82.29%,86,496,176,528,35.48%,70,G,B,1,TOR,171,1996,9/3/1973,Arizona,0000-00-00
stricer01,Demerick Montae Strickland,,28,0,1,297,68,5,0,5,5,759,75,90,27,66,69,256,102,204,39.84%,80,65,81.25%,21,92,28,84,30.43%,75,G,B,1,DAL,210,1996,11/25/1973,Nebraska,0000-00-00
stricma01,Mark  Strickland,,31,0,1,70,2,10,4,14,14,169,17,40,5,17,24,68,29,58,42.65%,23,12,52.17%,16,1,0,0,0.00%,81,F,B,1,MIA,210,1996,7/14/1970,Temple,0000-00-00
stricro02,Rodney  Strickland,,82,0,1,1469,752,14,3,17,17,3121,174,353,146,281,253,1157,537,1074,46.41%,516,381,73.84%,100,79,14,42,17.72%,75,G,B,1,WSB,175,1996,7/11/1966,DePaul,0000-00-00
stronde01,Derek Lamar Strong,,82,0,1,760,77,22,5,27,27,2199,216,569,49,116,375,626,283,566,45.21%,243,194,79.84%,194,14,0,0,0.00%,80,F,B,1,ORL,220,1996,2/9/1968,Xavier (OH),0000-00-00
surabo01,Robert  Sura,,82,0,1,755,390,33,0,33,33,2269,218,308,90,181,232,587,253,506,43.10%,319,196,61.44%,76,164,53,159,32.32%,77,G,W,1,CLE,200,1996,3/25/1973,Florida State,0000-00-00
szabobr01,Brett Leon Szabo,,70,0,1,153,17,32,0,32,32,662,119,165,16,41,109,121,54,108,44.63%,61,45,73.77%,56,1,0,0,0.00%,83,C,W,1,BOS,230,1996,2/1/1968,Augustana,0000-00-00
tabakza01,Zan  Tabak,,13,0,1,84,14,11,0,11,11,218,35,49,6,21,29,71,32,64,45.07%,29,20,68.97%,20,0,0,0,0.00%,84,C,W,1,TOR,245,1996,6/15/1970,none,0000-00-00
thomaca01,Carl  Thomas,,19,0,1,21,8,1,0,1,1,77,7,13,2,6,10,24,9,18,37.50%,1,1,100.00%,3,12,2,6,16.67%,76,G,B,1,CLE,175,1996,10/3/1969,Eastern Michigan,0000-00-00
thomaku01,Kurt Vincent Thomas,,18,0,1,113,9,9,0,9,9,374,67,107,12,25,76,105,39,78,37.14%,46,35,76.09%,31,1,0,0,0.00%,81,F,B,1,MIA,230,1996,10/4/1972,TCU,0000-00-00
thompbr01,Brooks James Thompson,,2,0,1,0,1,0,0,0,0,8,1,0,0,1,0,1,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,76,G,W,1,UTA,193,1996,7/19/1970,Oklahoma State,0000-00-00
thompbr01,Brooks James Thompson,,65,0,1,445,179,2,0,2,2,1047,125,96,55,86,78,405,162,324,40.00%,38,24,63.16%,18,244,97,291,39.75%,76,G,W,2,DEN,193,1996,7/19/1970,Oklahoma State,0000-00-00
thompla01,LaSalle  Thompson,,17,0,1,7,0,6,0,6,6,105,26,26,3,7,21,16,3,6,18.75%,2,1,50.00%,5,0,0,0,0.00%,82,C-F,B,1,DEN,245,1996,6/23/1961,Texas,0000-00-00
thompla01,LaSalle  Thompson,,9,0,1,3,2,0,0,0,0,35,7,8,0,2,6,3,0,0,0.00%,4,3,75.00%,2,0,0,0,0.00%,82,C-F,B,2,IND,245,1996,6/23/1961,Texas,0000-00-00
thorpot01,Otis Henry Thorpe,,79,0,1,1085,137,17,5,22,22,2813,319,654,61,154,416,828,440,880,53.14%,312,205,65.71%,238,2,0,0,0.00%,81,F-C,B,1,DET,225,1996,8/5/1962,Providence,0000-00-00
threase01,Sedale Eugene Threatt,,21,0,1,129,88,7,16,23,23,600,64,41,21,25,34,130,50,100,38.46%,16,12,75.00%,7,50,17,51,34.00%,74,G,B,1,HOU,175,1996,9/10/1961,West Virginia Tech,0000-00-00
tisdawa01,Wayman Lawrence Tisdale,,53,0,1,358,20,21,4,25,25,814,116,127,8,37,90,386,164,328,42.49%,48,30,62.50%,37,0,0,0,0.00%,80,F-C,B,1,PHO,240,1996,6/9/1964,Oklahoma,5/15/2009
towerke01,Keith Raymond Tower,,5,0,1,7,1,1,0,1,1,72,12,9,2,2,7,8,3,6,37.50%,8,1,12.50%,2,0,0,0,0.00%,83,C-F,W,1,MIL,250,1996,5/15/1970,Notre Dame,0000-00-00
trentga01,Gary Dajaun Trent,,82,0,1,914,91,36,4,40,40,1979,197,440,48,135,279,703,374,748,53.20%,240,166,69.17%,161,12,0,0,0.00%,80,F,B,1,POR,250,1996,9/22/1974,Ohio University,0000-00-00
vanexni01,Nickey Maxwell Van Exel,,79,0,1,1336,730,10,9,19,19,3290,129,257,85,230,207,1194,477,954,39.95%,234,193,82.48%,50,512,189,567,36.91%,73,G,B,1,LAL,170,1996,11/27/1971,Cincinnati,0000-00-00
vaughda02,David  Vaughn,,35,0,1,81,7,15,0,15,15,298,43,95,8,29,60,72,31,62,43.06%,30,19,63.33%,35,0,0,0,0.00%,81,F-C,B,1,ORL,240,1996,3/23/1973,Memphis,0000-00-00
vaughlo01,Loy Stephen Vaught,,82,0,1,1265,112,27,3,30,30,2928,253,844,88,143,617,1115,561,1122,50.31%,200,140,70.00%,227,15,3,9,20.00%,81,F,B,1,LAC,230,1996,2/27/1968,Michigan,0000-00-00
vrankst01,Stojan  Vrankovic,,53,0,1,181,14,67,1,68,68,772,121,169,10,52,111,141,78,156,55.32%,37,25,67.57%,57,0,0,0,0.00%,86,C,W,1,MIN,260,1996,1/22/1964,none,0000-00-00
walkean02,Antoine Devon Walker,,82,0,1,1435,262,53,0,53,53,2970,271,741,105,230,453,1354,576,1152,42.54%,366,231,63.11%,288,159,52,156,32.70%,80,F,B,1,BOS,224,1996,8/12/1976,Kentucky,0000-00-00
walkesa01,Samaki Ijuma Walker,,43,0,1,214,17,22,0,22,22,602,71,147,15,39,100,187,83,166,44.39%,74,48,64.86%,47,1,0,0,0.00%,81,F,B,1,DAL,240,1996,2/25/1976,Louisville,0000-00-00
wallabe01,Ben Camey Wallace,,34,0,1,38,2,11,0,11,11,197,27,58,8,18,33,46,16,32,34.78%,20,6,30.00%,25,0,0,0,0.00%,81,F,B,1,WSB,240,1996,9/10/1974,Virginia Union,0000-00-00
wallajo01,John  Wallace,,68,0,1,335,42,27,4,31,31,827,108,162,22,78,109,251,126,252,50.20%,112,81,72.32%,53,5,2,6,40.00%,80,F,B,1,NYK,225,1996,2/9/1974,Syracuse,0000-00-00
wallara01,Rasheed Abdul Wallace,,62,0,1,1017,80,61,4,65,65,2040,215,443,50,120,313,737,413,826,56.04%,285,180,63.16%,130,38,11,33,28.95%,82,F-C,B,1,POR,225,1996,9/17/1974,North Carolina,0000-00-00
waltere01,Rex Andrew Walters,,59,0,1,402,113,3,0,3,3,1041,75,107,28,61,86,325,148,296,45.54%,62,49,79.03%,21,148,57,171,38.51%,76,G,W,1,PHI,190,1996,3/12/1970,Kansas,0000-00-00
wardch01,Charlie  Ward,,79,0,1,429,365,15,9,24,24,1945,206,245,96,162,197,364,141,282,38.74%,129,98,75.97%,48,163,49,147,30.06%,74,G,B,1,NYK,190,1996,10/12/1970,Florida State,0000-00-00
watsoja01,Jamie Lovell Watson,,13,0,1,33,10,2,0,2,2,129,16,18,11,9,14,25,11,22,44.00%,12,10,83.33%,4,3,1,3,33.33%,79,F,B,1,UTA,190,1996,2/23/1972,South Carolina,0000-00-00
watsoja01,Jamie Lovell Watson,,10,0,1,45,23,2,0,2,2,211,18,29,11,15,15,47,20,40,42.55%,4,2,50.00%,14,9,3,9,33.33%,79,F,B,2,DAL,190,1996,2/23/1972,South Carolina,0000-00-00
weathcl01,Clarence  Weatherspoon,,82,0,1,1003,140,86,0,86,86,2949,187,679,74,137,460,811,398,796,49.08%,279,206,73.84%,219,6,1,3,16.67%,78,F,B,1,PHI,240,1996,9/8/1970,Southern Mississippi,0000-00-00
webbech01,Mayce Edward Christopher Webber,,72,0,1,1492,341,144,3,147,147,2912,276,767,124,246,522,1197,623,1246,52.05%,321,181,56.39%,245,162,65,195,40.12%,81,F-C,B,1,WSB,245,1996,3/1/1973,Michigan,0000-00-00
wennibi01,William Percey Wennington,,61,0,1,280,41,11,0,11,11,783,132,129,10,31,83,237,118,236,49.79%,53,44,83.02%,46,2,0,0,0.00%,84,C,W,1,CHI,245,1996,12/26/1963,St. John's (NY),0000-00-00
werdaro01,Robert  Werdann,,6,0,1,9,0,1,0,1,1,31,10,6,2,2,3,7,3,6,42.86%,3,3,100.00%,3,0,0,0,0.00%,83,C,W,1,NJN,250,1996,9/12/1970,St. John's (NY),0000-00-00
wesleda01,David Barakau Wesley,,74,0,1,1240,537,13,0,13,13,2991,221,264,162,211,197,974,456,912,46.82%,288,225,78.13%,67,286,103,309,36.01%,72,G,B,1,BOS,190,1996,11/14/1970,Baylor,0000-00-00
westdo01,Jeffery Douglas West,,68,0,1,564,119,25,3,28,28,2007,229,152,63,67,115,506,238,476,47.04%,103,73,70.87%,37,47,15,45,31.91%,78,G-F,B,1,MIN,200,1996,5/27/1967,Villanova,0000-00-00
westma01,Mark Andre West,,70,0,1,227,19,55,0,55,55,959,142,186,11,52,117,180,100,200,55.56%,56,27,48.21%,69,0,0,0,0.00%,82,C-F,B,1,CLE,226,1996,11/5/1960,Old Dominion,0000-00-00
whatlen01,Ennis  Whatley,,3,0,1,4,3,0,0,0,0,22,5,3,0,1,3,4,2,4,50.00%,0,0,0.00%,0,0,0,0,0.00%,75,G,B,1,POR,175,1996,8/11/1962,Alabama,0000-00-00
whitedo01,Donald  Whiteside,,27,0,1,59,36,0,0,0,0,259,23,12,11,17,10,55,18,36,32.73%,15,11,73.33%,2,36,12,36,33.33%,70,G,B,1,TOR,160,1996,4/25/1969,Northern Illinois,0000-00-00
whitnch01,Christopher Antoine Whitney,,82,0,1,437,184,4,3,7,7,1137,101,106,49,73,93,335,141,282,42.09%,114,95,83.33%,13,167,60,180,35.93%,72,G,B,1,WSB,168,1996,10/5/1971,Clemson,0000-00-00
wilkido01,Jacques Dominique Wilkins,2006,63,0,1,1145,119,31,0,31,31,1945,100,402,39,135,233,953,397,794,41.66%,350,281,80.29%,169,239,70,210,29.29%,79,F-G,B,1,SAS,200,1996,1/12/1960,Georgia,0000-00-00
