bioID,Full Name,pos,height,weight,college,birthDate,deathDate,race
hansore01,Reginald Leonard Hanson,F,80,195,Kentucky,10/6/1968,0000-00-00,B
hanzlbi01,William Henry Hanzlik,G-F,79,185,Notre Dame,12/6/1957,0000-00-00,W
haranlu01,Lucas Cameron Harangody,F,80,246,Notre Dame,1/2/1988,0000-00-00,W
hardati01,Timothy Duane Hardaway,G,72,175,UTEP,9/1/1966,0000-00-00,B
hardire01,Reginald  Harding,C,84,249,none,5/4/1942,9/2/1972,B
hardnch01,Charles  Hardnett,F-C,80,220,Grambling,9/13/1938,0000-00-00,B
harknje01,Jerald B. Harkness,G,74,175,Loyola (IL),5/7/1940,0000-00-00,B
harlisk01,Jules Peter Harlicka,G,73,178,South Carolina,10/14/1946,0000-00-00,W
harpemi01,Michael Edward Harper,C-F,82,195,North Park,12/9/1957,0000-00-00,B
harpero01,Ronald  Harper,G-F,78,185,Miami (OH),1/20/1964,0000-00-00,B
harprma01,Matthew Joseph Harpring,F,79,231,Georgia Tech,5/31/1976,0000-00-00,W
harrial01,Albert  Harrington,F,81,230,none,2/17/1980,0000-00-00,B
harriar01,Arthur Carlos Harris,G,76,185,Stanford,1/13/1947,10/13/2007,B
harribe01,C. Bernard Harris,F,82,200,Virginia Commonwealth,11/26/1950,0000-00-00,B
harribo01,Robert Azzel Harris,F-C,79,185,Oklahoma A&M,3/16/1927,0000-00-00,W
harribo02,Robert William Harrison,G,73,190,Michigan,8/12/1927,0000-00-00,W
harrich01,Christopher R. Harris,G,75,190,Dayton,8/11/1933,0000-00-00,W
harriju01,Lorinza  Harrington,G,76,180,Wingate,10/2/1980,0000-00-00,B
harrima01,Corperryale L'Adorable Harris,G,77,185,Michigan,9/21/1989,0000-00-00,B
harrist01,Steven Dwayne Harris,G,77,195,Tulsa,10/15/1963,0000-00-00,B
hassebi01,William Joseph Hassett,G,70.5,180,Notre Dame,10/21/1921,11/18/1992,W
hassejo01,Joseph Patrick Hassett,G,77,180,Providence,9/11/1955,0000-00-00,W
hattove01,Walter Vernon Hatton,G,75,193,Kentucky,1/13/1936,0000-00-00,W
hawesst01,Steven Sherburne Hawes,C-F,81,220,Washington,5/26/1950,0000-00-00,W
hawkico01,Cornelius L. Hawkins,F-C,80,201,Iowa  (dnp),7/17/1942,0000-00-00,B
hawkima01,James Marshall Hawkins,F,75,205,Tennessee,8/3/1924,0000-00-00,W
hawkimi01,Steven Michael Hawkins,G,72,178,Xavier (OH),10/28/1972,0000-00-00,B
hawkito01,Thomas Jerome Hawkins,F,77,210,Notre Dame,12/22/1936,0000-00-00,B
hayesch01,Charles Edward Hayes,F,78,242,Kentucky,6/11/1983,0000-00-00,B
hayesst01,Steven Leonard Hayes,C,84,205,Idaho State,8/2/1955,0000-00-00,W
heddehe01,Herman Arthur Hedderick,G,77,170,Canisius,1/1/1930,0000-00-00,W
heinsto01,Thomas William Heinsohn,F-C,79,218,Holy Cross,8/26/1934,0000-00-00,W
hemridi01,Ned Dixon Hemric,F,77,220,Wake Forest,8/29/1933,0000-00-00,W
hendeda01,David McKinley Henderson,G,77,195,Duke,7/21/1964,0000-00-00,B
hendege01,Jerome McKinley Henderson,G,74,175,Virginia Commonwealth,1/16/1956,0000-00-00,B
hendejr01,Milton  Henderson,F,80,226,UCLA,10/30/1976,0000-00-00,B
hendeto01,Thomas Edward Henderson,G,75,190,Hawaii,1/26/1952,0000-00-00,B
hennela01,Lawrence E. Hennessy,G,75,185,Villanova,5/20/1929,8/20/2008,W
henrido01,Donald Anton Henriksen,F-C,79,225,California,10/10/1929,5/14/2008,W
henryal01,Albert J. Henry,C,81,190,Wisconsin,2/9/1949,0000-00-00,B
henrybi01,William Gambrell Henry,C,81,215,Rice,12/27/1924,0000-00-00,W
henrysk01,Herman  Henry,G-F,79,190,Oklahoma,12/8/1967,0000-00-00,B
hensost01,Steven Michael Henson,G,71,177,Kansas State,2/2/1968,0000-00-00,W
hentzch01,Charles  Hentz,F,77,210,Arkansas AM&N,9/13/1947,0000-00-00,B
hermabi01,William R. Herman,G,75,170,Mount Union,5/17/1924,0000-00-00,W
hermskl01,Clarence Henry Hermsen,C-F,80.5,225,Minnesota,3/12/1923,3/2/1994,W
hertzso01,Sidney  Hertzberg,G,70,175,CCNY,7/29/1922,7/25/2005,W
hewitbi01,William Severlyn Hewitt,F,79,210,USC,8/8/1944,0000-00-00,B
hewsoja01,John G. Hewson,F-C,78,195,Temple,9/7/1924,0000-00-00,W
heymaar01,Arthur Bruce Heyman,F-G,77,205,Duke,6/24/1941,0000-00-00,W
hickena01,Matthew  Hickey,G-F,71,180,none,1/30/1902,0000-00-00,W
hicksph01,Phillip James Hicks,F,79,205,Tulane,1/31/1953,0000-00-00,W
higgibi01,William  Higgins,G,74,180,Ashland,12/15/1952,0000-00-00,B
higgico01,Courdon  Higgins,G,77,180,Colorado,6/14/1989,0000-00-00,B
higgiea01,Earle Brent Higgins,F,80,195,Eastern Michigan,12/30/1946,0000-00-00,B
higgimi01,Michael S. Higgins,F,81,215,Northern Colorado,2/17/1967,0000-00-00,W
higgiro01,Roderick Dwayne Higgins,F-C-G,79,200,Fresno State,1/31/1960,0000-00-00,B
higgske01,Kenneth Lee Higgs,G,72,180,Louisiana State,1/31/1955,0000-00-00,B
hillhar01,Arthur Sherwood Hillhouse,C,79,220,LIU,6/12/1916,10/27/1980,W
hirscme01,Melvin M. Hirsch,G,66,165,Brooklyn,7/31/1921,0000-00-00,W
hitchle01,Lewis Rufus Hitch,F-C,80,200,Kansas State,7/16/1929,2/8/2012,W
hoefech01,Adolph Charles Hoefer,G,69,158,Queens,7/12/1917,0000-00-00,W
hogsebo01,Robert L. Hogsett,F,79,230,Tennessee,1/29/1941,12/5/1984,W
hoguedu01,Paul H. Hogue,C,81,240,Cincinnati,4/28/1940,8/17/2009,B
hoibefr01,Fredrick Kristian Hoiberg,G,76,203,Iowa State,10/15/1972,0000-00-00,W
hollabr01,John Bradley Holland,G,75,180,UCLA,12/6/1956,0000-00-00,W
hollajo01,Joseph Burnett Holland,F,76,185,Kentucky,9/26/1925,9/18/2010,W
holmade01,Dennis R. Holman,G,75,175,Southern Methodist,10/8/1945,0000-00-00,W
holstji01,James H. Holstein,F-G,74,180,Cincinnati,9/24/1930,12/16/2007,W
holtaw01,Alvin William Holt,F,79,210,Jackson State,8/26/1946,0000-00-00,B
holubdi01,Richard W. Holub,C,78,205,LIU,10/29/1921,7/27/2009,W
holupjo01,Joseph J. Holup,F,78,215,George Washington,2/26/1934,1/28/1998,W
holzmre01,William  Holzman,G,70,175,CCNY,8/10/1920,11/13/1998,W
hoopebo01,Bobby Joe Hooper,G,72,180,Dayton,12/22/1946,0000-00-00,W
hooveto01,Thomas Lee Hoover,C,81,230,Villanova,1/23/1941,0000-00-00,B
hopkibo01,Robert M. Hopkins,C-F,80,205,Grambling,11/3/1934,0000-00-00,B
hoppeda01,David Dirk Hoppen,C-F,83,235,Nebraska,3/13/1964,0000-00-00,W
horanjo01,John F. Horan,F,80,190,Dayton,11/24/1932,11/14/1980,W
horfoti01,Alfredo William Horford,C,85,245,Miami (FL),1/19/1966,0000-00-00,B
hornaje01,Jeffrey John Hornacek,G,75,190,Iowa State,5/3/1963,0000-00-00,W
hornro01,Ronnie Leroy Horn,F,79,220,Indiana,5/24/1938,10/5/2002,W
hortoed01,Edward C. Horton,F,80,230,Iowa,12/17/1967,0000-00-00,B
hoskebi01,Wilmer Frederick Hosket,F-C,79.5,225,Ohio State,12/20/1946,0000-00-00,W
houbrbo01,Robert J. Houbregs,C-F,79,210,Washington,3/12/1932,0000-00-00,W
houseed01,Edward L. House,G,72,176,Arizona State,5/14/1978,0000-00-00,B
howargr01,Gregory Darryle Howard,F-C,81,215,New Mexico,1/8/1948,0000-00-00,B
howarjo01,Joshua Jay Howard,F,78,203,Wake Forest,4/28/1980,0000-00-00,B
howarmo01,Maurice  Howard,G,74,170,Maryland,8/25/1954,0000-00-00,B
howarot01,Willie Otis Howard,F,79,220,Austin Peay,11/5/1956,0000-00-00,B
hubbabo01,Robert Cecil Hubbard,C-F,78,215,Springfield,12/27/1922,8/27/2011,W
hubbaph01,Philip Gregory Hubbard,F-C,80,215,Michigan,12/13/1956,0000-00-00,B
hudsolo01,Louis Clyde Hudson,F-G,76.5,205,Minnesota,7/11/1944,0000-00-00,B
humphja01,John Jay Humphries,G,75,185,Colorado,10/17/1962,0000-00-00,B
hundlro01,Rodney Clark Hundley,G,76,185,West Virginia,10/26/1934,0000-00-00,W
huntele01,Leslie  Hunter,F-C,79,210,Loyola (IL),8/16/1942,0000-00-00,B
hurlebo01,Robert Matthew Hurley,G,72,165,Duke,6/28/1971,0000-00-00,W
hustoge01,Geoffrey Angier Huston,G,74,172,Texas Tech,11/8/1957,0000-00-00,B
hutchme01,Melvin R. Hutchins,F-C,78,200,Brigham Young,11/22/1928,0000-00-00,W
huttojo01,Joseph Warren Hutton,G,73,170,Hamline,10/6/1928,10/20/2009,W
hydergr01,Gregory Peck Hyder,F,78,215,Eastern New Mexico,6/21/1948,0000-00-00,B
iavarma01,Marcus John Iavaroni,F,80,210,Virginia,9/15/1956,0000-00-00,W
ingelto01,Thomas J. Ingelsby,G,75,180,Villanova,2/12/1951,0000-00-00,W
ingramc01,Joel McCoy Ingram,F,80,210,Jackson State,8/31/1931,0000-00-00,B
inniger01,Ervin Lee Inniger,G,76,190,Indiana,1/16/1945,0000-00-00,W
isselda01,Daniel Paul Issel,C-F,80.5,235,Kentucky,10/25/1948,0000-00-00,W
iuzzomi01,Michael Alan Iuzzolino,G,70,172,St. Francis (PA),1/22/1968,0000-00-00,W
jacksal01,Alvin  Jackson,G,73,185,Wilberforce,7/29/1943,0000-00-00,B
jacksgr01,Gregory  Jackson,G,72,180,Guilford,8/2/1952,5/1/2012,B
jacksji01,James Arthur Jackson,G,78,220,Ohio State,10/14/1970,0000-00-00,B
jackslu01,Lucious Brown Jackson,F-C,81,240,Pan American,10/31/1941,0000-00-00,B
jacksme01,Mervin P. Jackson,G,75,175,Utah,8/15/1946,6/7/2012,B
jacksmi01,Michael  Jackson,F,79,215,Los Angeles State,7/31/1949,0000-00-00,B
jacksph01,Philip Douglas Jackson,F-C,80,220,North Dakota,9/17/1945,0000-00-00,W
jacksto02,Anthony Eugene Jackson,G,72,170,Florida State,1/17/1958,0000-00-00,B
jacobfr01,Winfred O. Jacobs,F,75,175,Denver,12/2/1922,10/19/2008,W
jacobsa01,Samuel Ryan Jacobson,G-F,76,215,Minnesota,7/22/1975,0000-00-00,W
jamerda01,John David Jamerson,G-F,77,190,Ohio University,8/13/1967,0000-00-00,W
jamesbi01,Mack William James,G,75,185,Marshall,2/11/1950,0000-00-00,W
jamesge01,Harold Gene James,F,76,180,Marshall,2/15/1925,7/6/1997,W
jamesmi01,Michael Lamont James,G,74,188,Duquesne,6/23/1975,0000-00-00,B
janotho01,Howard  Janotta,F,75,185,Seton Hall,10/19/1924,0000-00-00,W
jarviji01,James C. Jarvis,G,73,175,Oregon State,3/3/1943,0000-00-00,W
jeannbu01,Harry Edward Jeannette,G,71,175,Washington & Jefferson,9/15/1917,3/11/1998,W
jeffech01,Christopher Allen Jefferies,F,80,215,Fresno State,2/13/1980,0000-00-00,B
jepsele01,Leslie Burnell Jepsen,C,84,237,Iowa,6/24/1967,0000-00-00,W
jeterha01,Harold  Jeter,G,75,190,Drake,5/17/1945,0000-00-00,B
johnsan01,Andrew  Johnson,F-G,77,215,Portland,11/8/1932,8/30/2002,B
johnsar01,Arnitz L. Johnson,F-C,77,236,Bemidji State,5/17/1920,0000-00-00,W
johnsbu01,Alfonso  Johnson,F,79,190,Alabama,1/3/1964,0000-00-00,B
johnsch02,Lynbert Rich Johnson,F-G,77.5,195,Wichita State,9/7/1957,0000-00-00,B
johnscl02,Clayton H. Johnson,G,76,175,Missouri,7/18/1956,0000-00-00,B
johnsed02,Edward  Johnson,G,74,175,Auburn,2/24/1955,0000-00-00,B
johnsed03,Edward Arnet Johnson,F-G,79,215,Illinois,5/1/1959,0000-00-00,B
johnsfr01,Franklin Lenard Johnson,G,73,185,Wake Forest,11/23/1958,0000-00-00,B
johnsji01,James Robert Johnstone,C-F,83,245,Wake Forest,9/20/1960,0000-00-00,W
johnske01,Kenneth H. Johnson,F,80,240,Michigan State,11/7/1962,0000-00-00,B
johnske03,Kenyatta Allen Johnson,C-F,83,235,Ohio State,2/1/1978,0000-00-00,B
johnsmi01,Wallace Edgar Johnson,F,82,190,Aurora,8/31/1952,0000-00-00,B
johnsne01,Donald Neil Johnston,C,80,210,Ohio State,2/4/1929,9/28/1978,W
johnsra01,David Ralph Johnson,G,71,170,Huntington,12/6/1921,7/13/2005,W
johnsre01,Reginald  Johnson,F-C,81,205,Tennessee,6/25/1957,0000-00-00,B
johnsri01,Richard Lewis Johnson,C,79,210,Grambling,12/18/1946,6/15/1994,B
johnsro01,Ronald F. Johnson,F,80,215,Minnesota,7/20/1938,0000-00-00,W
johnsst01,Stewart  Johnson,F-C,80,215,Murray State,8/19/1944,0000-00-00,B
johnsst03,Clarence Stephen Johnson,C-F,82,235,Oregon State,11/3/1957,0000-00-00,B
johnsvi01,Vincent  Johnson,G,74,200,Baylor,9/1/1956,0000-00-00,B
jolliho01,Howard  Jolliff,F-C,79,218,Ohio University,7/20/1938,0000-00-00,W
jonesbi01,Clarence William Jones,F,79,175,Iowa,3/18/1966,0000-00-00,B
jonesbo01,Robert Clyde Jones,F,81,210,North Carolina ,12/18/1951,0000-00-00,W
jonesco01,J. Collis Jones,F,79,203,Notre Dame,7/3/1949,0000-00-00,B
jonesdo01,Dontae' Antijuaine Jones,F,80,220,Mississippi State,6/2/1975,0000-00-00,B
jonesfr01,Frederick Terrell Jones,G,74,210,Oregon,3/11/1979,0000-00-00,B
joneshu01,Willie D. Jones,F,80,190,Vanderbilt,9/1/1959,0000-00-00,B
jonesja01,Jacob  Jones,G,75,180,Assumption,5/9/1949,0000-00-00,B
jonesji01,James  Jones,G-F,76,188,Grambling,1/1/1945,0000-00-00,B
jonesjo01,John  Jones,F,79,205,Los Angeles State,3/12/1943,0000-00-00,B
jonesla01,Walter  Jones,G-F,74,180,Toledo,9/22/1942,0000-00-00,B
jonesni01,Ryan Nicholas Jones,G,74,190,Oregon,3/28/1945,0000-00-00,B
jonespo01,Ronald Jerome Jones,F,80,243,Murray State,6/17/1970,0000-00-00,B
jonesri01,Richard Wesley Jones,F-C,78,220,Memphis State,12/27/1946,0000-00-00,B
jonessa01,Samuel  Jones,G-F,76,198,North Carolina College,6/24/1933,0000-00-00,B
jonesst01,Stephen Howard Jones,G-F,77,205,Oregon,10/17/1942,0000-00-00,B
joneswa01,Wallace Clayton Jones,F,76,205,Kentucky,7/14/1926,0000-00-00,W
joneswi01,William A. Jones,G,75,185,Northwestern,6/29/1936,0000-00-00,B
joneswi02,Wilbert  Jones,F,80,205,Albany State (GA),2/27/1947,0000-00-00,B
jordaed01,Edward Montgomery Jordan,G,73,170,Rutgers,1/29/1955,0000-00-00,B
jordare01,Reginald  Jordan,G,76,190,New Mexico State,1/26/1968,0000-00-00,B
jordoph01,Philip  Jordon,C-F,82,205,Whitworth,9/12/1933,6/7/1965,W
jorgejo01,John J. Jorgensen,G-F,74,180,DePaul,12/28/1921,1/19/1973,W
judkije01,Jeffrey Reed Judkins,G-F,78,185,Utah,3/23/1956,0000-00-00,W
kachawh01,Edwin John Kachan,G,74,175,DePaul,9/15/1925,3/7/1993,W
kalafed01,Edward L. Kalafat,C-F,78,245,Minnesota,10/13/1932,0000-00-00,W
kamanch01,Christopher Zane Kaman,C,84,255,Central Michigan,4/28/1982,0000-00-00,W
kappeto01,Anthony George Kappen,G,70,165,none,4/13/1919,12/18/1993,W
kasided01,Edward John Kasid,G,71,185,none,8/13/1923,11/3/1989,W
kauffbo01,Robert  Kauffman,F-C,80,240,Guilford,7/13/1946,0000-00-00,W
kearnmi01,Michael Joseph Kearns,G,74,178,Princeton,6/18/1929,1/31/2009,W
kearnto01,Thomas Francis Kearns,G,71,185,North Carolina,10/6/1936,0000-00-00,W
kellebi01,William Curry Keller,G,70,177,Purdue,8/30/1947,0000-00-00,W
kelleri01,Richard Ryland Kelley,C-F,84,235,Stanford,3/23/1953,0000-00-00,W
kellyje01,Gerard Allan Kelly,F,74,172,John Marshall,6/14/1918,7/23/1996,W
kellyto01,Thomas Edward Kelly,G,72,170,NYU,3/5/1924,3/20/2008,W
kelsegr01,Gregory  Kelser,F,79,190,Michigan State,9/17/1957,0000-00-00,B
kemptti01,Timothy Joseph Kempton,F-C,82,245,Notre Dame,1/25/1964,0000-00-00,W
kenned_01,David John Kennedy,G-F,77,214,St. John's (NY),11/5/1989,0000-00-00,B
kennego01,Eugene  Kennedy,F-C,77,205,Texas Christian,8/23/1949,0000-00-00,B
kennejo01,Joseph A. Kennedy,F,78,210,Duke,1/12/1947,0000-00-00,W
kennepi01,William R. Kennedy,G,71,180,Temple,5/17/1938,8/31/2006,W
kenvibi01,William McGill Kenville,G-F,74,187,St. Bonaventure,12/1/1930,0000-00-00,W
kerrija01,John E. Kerris,F-C,78,215,Loyola (IL),1/30/1925,12/4/1983,W
kerrst01,Stephen Douglas Kerr,G,75,175,Arizona,9/27/1965,0000-00-00,W
kerwito01,Thomas Vincent Kerwin,F,79,210,Centenary,7/7/1944,0000-00-00,W
kiffiir01,Irvin A. Kiffin,F,81,225,Oklahoma Baptist,8/8/1951,0000-00-00,B
kileyja01,John F. Kiley,G,73,170,Syracuse,1/5/1929,2/16/1982,W
killuea01,Earnest  Killum,G,75,180,Stetson,6/11/1948,0000-00-00,B
kimbato01,Thomas  Kimball,F-C,78,220,Connecticut,9/7/1942,0000-00-00,W
kimblbo01,Gregory Kevin Kimble,G-F,76,190,Loyola Marymount,4/9/1966,0000-00-00,B
kimbrst01,Stanley R. Kimbrough,G,71,153,Xavier (OH),4/24/1966,0000-00-00,B
kinchch01,Chadwick Oliver Kinch,G,76,190,UNC-Charlotte,5/22/1958,4/3/1994,B
kingch01,Christopher Donnell King,F,80,215,Wake Forest,7/24/1969,0000-00-00,B
kingda01,Daniel  King,F,78,220,Western Kentucky,1/7/1931,0000-00-00,W
kingji01,James Leonard King,G,74,175,Tulsa,2/7/1941,0000-00-00,W
kingma01,Maurice E. King,G,74,184,Kansas,3/12/1935,9/17/2007,B
kingre01,Reginald Biddings King,F,78,225,Alabama,2/14/1957,0000-00-00,B
kingri01,Richard Thomas King,C,86,260,Nebraska,4/4/1969,0000-00-00,W
kingst01,Ronald Stacey King,F-C,83,230,Oklahoma,1/29/1967,0000-00-00,B
kingto01,Thomas Van Dyke King,G,72,165,Michigan,3/9/1924,0000-00-00,W
kinnebo01,Robert Paul Kinney,C-F,78,215,Rice,9/16/1920,9/2/1985,W
kirkwa01,Walton  Kirk,G-F,75,173,Illinois,9/3/1924,0000-00-00,W
kissaji01,James J. Kissane,F,79,210,Boston College,8/17/1946,0000-00-00,W
kistldo01,Douglas C. Kistler,F,81,210,Duke,3/21/1938,2/29/1980,W
kitegr01,Gregory Fuller Kite,C,83,250,Brigham Young,8/5/1961,0000-00-00,W
kleinjo01,Joseph William Kleine,C,83,255,Arkansas,1/4/1962,0000-00-00,W
klotzhe01,Louis Herman Klotz,G,67,150,Villanova,10/21/1921,0000-00-00,W
knighbi01,William R. Knight,G-F,78,195,Pittsburgh,6/9/1952,0000-00-00,B
knighro01,Ronald Eugene Knight,F,79,210,Los Angeles State,8/4/1947,0000-00-00,B
knorele01,Leonard J. Knorek,C,79,215,Detroit,7/15/1921,7/22/2003,W
knostdi01,Richard W. Knostman,C,78,215,Kansas State,8/9/1931,0000-00-00,W
knowlro01,William Rodney Knowles,F-C,81,215,Davidson,2/27/1946,10/25/2008,W
komenmi01,Milan  Komenich,F-C,79,212,Wyoming,6/22/1920,5/25/1977,W
kondlto01,Thomas A. Kondla,C,80,225,Minnesota,11/30/1946,0000-00-00,W
koperbu01,Herbert L. Koper,G,78,210,Oklahoma City,8/9/1942,0000-00-00,W
kopicjo01,Joseph Gerard Kopicki,F,81,240,Detroit,6/12/1960,0000-00-00,W
kornefr01,Francis Milton Kornet,F,81,225,Vanderbilt,1/27/1967,0000-00-00,W
koskito01,Anthony P. Koski,F,80,215,Providence,6/26/1946,0000-00-00,W
kosmale01,Leonard J. Kosmalski,C,83,245,Tennessee,11/29/1951,0000-00-00,W
kostean01,Andrew  Kostecka,F,75,203,Georgetown,2/10/1921,1/17/2007,W
kozelto01,Thomas William Kozelko,F,80,220,Toledo,7/1/1951,0000-00-00,W
kozliro01,Ronald F. Kozlicki,F,79,215,Northwestern,12/12/1944,0000-00-00,W
kramest01,Steven P. Kramer,G-F,77,200,Brigham Young,1/1/1945,0000-00-00,W
krausda01,Daniel Joseph Kraus,G,72,195,Georgetown,2/13/1923,0000-00-00,W
krauthe01,Herbert  Krautblatt,G,73,190,Rider,11/19/1926,2/10/1999,W
krebsji01,James  Krebs,C-F,80,230,Southern Methodist,9/8/1935,5/6/1965,W
kroppto01,Thomas Carl Kropp,G,75,205,Kearney State,2/12/1953,0000-00-00,W
kuberst01,Stephen Paul Kuberski,F-C,80,215,Bradley,11/6/1947,0000-00-00,W
kukara01,Raphael Eugene Kuka,F,75,200,Notre Dame,2/17/1922,3/27/1990,W
kupchmi01,Mitchell  Kupchak,F-C,81,230,North Carolina,5/24/1954,0000-00-00,W
kupeccj01,Charles J. Kupec,F-C,78,220,Michigan,1/16/1953,0000-00-00,W
laceysa01,Samuel  Lacey,C,82,230,New Mexico State,3/28/1948,0000-00-00,B
lackebo01,Robert  Lackey,G-F,77,200,Marquette,4/4/1949,6/4/2002,B
lagarto01,Thomas Joseph LaGarde,C-F,82,220,North Carolina  ,2/10/1955,0000-00-00,W
laimbbi01,William J. Laimbeer,C,83,245,Notre Dame,5/19/1957,0000-00-00,W
lalicpe01,Peter Todd Lalich,F,74,190,Ohio University,6/23/1920,2/1/2008,W
lamarbo01,Dwight  Lamar,G,73,170,Southwestern Louisiana,4/7/1951,0000-00-00,B
lampje01,Jeffrey Alan Lamp,F-G,77,193,Virginia,3/9/1959,0000-00-00,W
lamplji01,Jimmy D. Lampley,C,82,230,Arkansas-Little Rock,7/2/1960,0000-00-00,B
langhda01,Daniel Matthew Langhi,F,83,220,Vanderbilt,11/28/1977,0000-00-00,W
laniebo01,Robert Jerry Lanier,C,82,250,St. Bonaventure,9/10/1948,0000-00-00,B
lantzst01,Stuart Burrell Lantz,G,75,175,Nebraska,7/13/1946,0000-00-00,B
larusru01,Rudolph Anton LaRusso,F-C,79,220,Dartmouth,11/11/1937,7/9/2004,W
lattida01,David  Lattin,F-C,78,225,Texas Western,12/23/1943,0000-00-00,B
laureri01,Richard  Laurel,G,78,190,Hofstra,7/11/1954,0000-00-00,B
lautewa01,Walter Henry Lautenbach,G-F,74,185,Wisconsin,11/17/1922,9/9/1997,W
lavelto01,Anthony  Lavelli,F,75,185,Yale,7/11/1926,1/8/1998,W
lavoybo01,Robert William Lavoy,F-C,79,185,Western Kentucky,6/29/1926,12/18/2010,W
laytomo01,Dennis  Layton,G,73,180,USC,12/24/1948,0000-00-00,B
leaksma01,Emanuel  Leaks,C-F,80,225,Niagara,11/27/1945,0000-00-00,B
learha01,Harold C. Lear,G,71.5,163,Temple,1/31/1935,0000-00-00,B
leboje01,Jeffrey Brian Lebo,G,74,180,North Carolina  ,10/5/1966,0000-00-00,W
leebu01,Alfred  Lee,G,72,185,Marquette,12/5/1956,0000-00-00,B
leedeed01,Edward Horst Leede,F-G,75,185,Dartmouth,7/17/1927,0000-00-00,W
leedo01,Douglas Edward Lee,G-F,77,200,Purdue,10/24/1964,0000-00-00,W
leegr01,Gregory Scott Lee,G,75,190,UCLA,12/12/1951,0000-00-00,W
leero01,Ronald Henry Lee,G,75.5,193,Oregon,11/2/1952,0000-00-00,B
leeru01,Russell E. Lee,G-F,77,185,Marshall,1/27/1950,0000-00-00,B
lefkoha01,Henry A. Lefkowitz,F,74,190,Western Reserve,8/31/1923,4/21/2007,W
legleti01,Timothy Eugene Legler,G,76,200,LaSalle,12/26/1966,0000-00-00,W
leonasl01,William Robert Leonard,G,75,185,Indiana,7/17/1932,0000-00-00,W
lesji01,James Allen Les,G,71,165,Bradley,8/18/1963,0000-00-00,W
leverfa01,Lafayette  Lever,G,75,170,Arizona State,8/18/1960,0000-00-00,B
levincl01,Clifford Eugene Levingston,F,80,210,Wichita State,1/4/1961,0000-00-00,B
lewisbo01,Robert Franklin Lewis,G,75,173,North Carolina  ,3/20/1945,0000-00-00,W
lewisfr01,Frederick B. Lewis,F-G,74,195,Eastern Kentucky,1/6/1921,12/27/1994,W
lewisfr02,Frederick L. Lewis,G,72,175,Arizona State,7/1/1943,0000-00-00,B
lewismi01,Michael J. Lewis,C-F,80,225,Duke,3/18/1946,0000-00-00,W
lewisre01,Reginald C. Lewis,G-F,79,195,Northeastern,11/21/1965,7/27/1993,B
ligonbi01,William N. Ligon,G,76,180,Vanderbilt,5/29/1952,0000-00-00,B
ligongo01,James Thomas Ligon,F-C,79,210,Tennessee State (DNP),2/22/1944,4/17/2004,B
lingest01,Steven Rodney Lingenfelter,F,81,225,South Dakota State,6/10/1958,0000-00-00,W
littlge01,Eugene Scape Littles,G,72,160,High Point,6/29/1943,0000-00-00,B
littlsa01,Samuel Ray Little,G,72,180,Delta State,3/29/1946,0000-00-00,B
livinro01,George Ronald Livingstone,C,82,220,St. Mary's (CA),10/9/1925,8/26/1991,W
lloydbo01,Robert E. Lloyd,G,73.5,184,Rutgers,1/3/1946,0000-00-00,W
lloydch01,Charles P. Lloyd,C-F,80,220,Yankton,5/22/1947,0000-00-00,W
lochmbo01,Robert L. Lochmueller,F,77,185,Louisville,6/5/1927,0000-00-00,W
lochmri01,Reinhold D. Lochmann,F,78,215,Kansas,5/26/1944,0000-00-00,W
lockro01,Robert Alan Lock,F,81,225,Kentucky,5/22/1966,0000-00-00,W
longar01,Arthur Donnell Long,F-C,81,240,Cincinnati,10/1/1973,0000-00-00,B
longllu01,Lucien James Longley,C,86,260,New Mexico,1/19/1969,0000-00-00,W
lopezfe01,Luis Felipe Lopez,G,77,195,St. John's (NY),12/19/1974,0000-00-00,B
loscuji01,James  Loscutoff,F,77,220,Oregon,2/4/1930,0000-00-00,W
lovebo01,Robert Earl Love,F,80,202,Southern University,12/8/1942,0000-00-00,B
lovest01,Stanley S. Love,F,81,215,Oregon,4/9/1949,0000-00-00,W
lowerch01,Charles P. Lowery,G,75,185,Puget Sound,11/12/1949,0000-00-00,B
lucasal01,Albert Thomas Lucas,F-G,75,195,Fordham,7/4/1922,4/26/1995,W
luckete01,Theodore  Luckenbill,F,78,205,Houston,7/27/1939,6/24/2012,W
luisiji01,James A. Luisi,G,74,180,St. Francis (NY),11/2/1928,6/7/2002,W
lumppra01,Raymond G. Lumpp,G,73,178,NYU,7/11/1923,0000-00-00,W
lynnmi01,Michael Edward Lynn,F,79,215,UCLA,11/25/1945,0000-00-00,W
macalmi01,Michael Emilius Macaluso,F,77,210,Canisius,7/20/1951,0000-00-00,W
macaued01,Charles Edward Macauley,C-F,80,185,St. Louis,3/22/1928,11/8/2011,W
macgiro01,Ronald  MacGilvray,G,74,185,St. John's (NY),7/20/1930,0000-00-00,W
macklru01,Durand  Macklin,F-G,79,205,Louisiana State,2/19/1958,0000-00-00,B
macknjo01,John Andrew Macknowski,G-F,72,180,Seton Hall,1/7/1923,0000-00-00,W
mackol01,Oliver  Mack,G,75,185,East Carolina,6/6/1957,0000-00-00,B
macledo01,Donald James MacLean,F,82,235,UCLA,1/16/1970,0000-00-00,W
maddoti01,Theodore  Maddox,G,75,190,Fresno State,6/7/1981,0000-00-00,B
